No.,Time,Source,Destination,Protocol,Length,Info,RTT,Lost Segement,Duplicate,Retransmission,IDK,Subflow,SubflowNo,packetloss,Time_Diff,Bandwidth,Jitter
6366,72.618114535,10.10.3.105,10.10.3.102,MPTCP,4364,"55092  >  5201 [PSH, ACK] Seq=37380430 Ack=1 Win=64256 Len=4272 TSval=2010530275 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,7.81050000000505e-05,55873503.61688981,0.0
6367,72.618624981,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=37384702 Ack=1 Win=64256 Len=62656 TSval=2010530275 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005104459999927258,122927792.55963257,0.0
6368,72.619150013,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=37447358 Ack=1 Win=64256 Len=62656 TSval=2010530276 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005250319999987596,119512715.4157237,0.0
6369,72.619699323,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=37510014 Ack=1 Win=64256 Len=62656 TSval=2010530276 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005493100000109052,114230580.18014288,0.0
6370,72.620237132,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=37572670 Ack=1 Win=64256 Len=62656 TSval=2010530277 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005378089999936719,116673391.48422268,0.0
6371,72.620781158,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=37635326 Ack=1 Win=64256 Len=62656 TSval=2010530277 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005440260000000308,115340075.65814216,0.0
6372,72.621324687,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=37697982 Ack=1 Win=64256 Len=62656 TSval=2010530278 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005435289999979886,115445542.0046257,0.0
6373,72.621871809,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=37760638 Ack=1 Win=64256 Len=62656 TSval=2010530278 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005471220000003996,114687400.61623217,0.0
6374,72.622035398,10.10.3.105,10.10.3.102,MPTCP,20028,55092  >  5201 [ACK] Seq=37823294 Ack=1 Win=64256 Len=19936 TSval=2010530279 TSecr=1041656865,0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00016358899999602272,122428769.66352831,0.0
6375,72.62240185,10.10.3.105,10.10.3.102,MPTCP,42812,"55092  >  5201 [PSH, ACK] Seq=37843230 Ack=1 Win=64256 Len=42720 TSval=2010530279 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0003664520000086213,116828397.71373272,0.0
6376,72.622955216,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=37885950 Ack=1 Win=64256 Len=62656 TSval=2010530280 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005533659999912288,113393305.69820805,0.0
6377,72.623484001,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=37948606 Ack=1 Win=64256 Len=62656 TSval=2010530280 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005287850000001981,118664485.5659228,0.0
6378,72.624036092,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=38011262 Ack=1 Win=64256 Len=62656 TSval=2010530281 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005520910000029744,113655176.4105228,0.0
6379,72.624576342,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=38073918 Ack=1 Win=64256 Len=62656 TSval=2010530281 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005402500000002419,116146228.59781934,0.0
6380,72.625109802,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=38136574 Ack=1 Win=64256 Len=62656 TSval=2010530282 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005334599999997636,117624564.1660627,0.0
6381,72.625651154,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=38199230 Ack=1 Win=64256 Len=62656 TSval=2010530282 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005413519999990513,115909796.2141268,0.0
6382,72.62570121,10.10.3.105,10.10.3.102,MPTCP,5724,"[TCP Window Full] 55092  >  5201 [PSH, ACK] Seq=38261886 Ack=1 Win=64256 Len=5632 TSval=2010530283 TSecr=1041656865",0.091487476,0,0,0,1,10.10.3.105_10.10.3.102,1.0,0.0,5.005600000629329e-05,114351925.82867889,0.0
6383,72.681254015,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=35317054 Win=3103104 Len=0 TSval=1041656959 TSecr=2010530257,0.081054507,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.05555280499999071,1440.0712979302014,0.0013041211249876223
6384,72.682174974,10.10.3.105,10.10.3.102,MPTCP,20028,"55092  >  5201 [PSH, ACK] Seq=38267518 Ack=1 Win=64256 Len=19936 TSval=2010530340 TSecr=1041656959",0.0862709915,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0009209590000125445,21746896.441347767,0.0024972018337388476
6385,72.682243817,10.10.3.105,10.10.3.102,MPTCP,348,"55092  >  5201 [PSH, ACK] Seq=38287454 Ack=1 Win=64256 Len=256 TSval=2010530340 TSecr=1041656959",0.08366274925,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,6.88429999939899e-05,5054980.172717355,0.003367226265703262
6386,72.682626669,10.10.3.105,10.10.3.102,MPTCP,42812,"55092  >  5201 [PSH, ACK] Seq=38287710 Ack=1 Win=64256 Len=42720 TSval=2010530340 TSecr=1041656959",0.081054507,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00038285200000132136,111823890.17127308,0.003367226265703157
6387,72.684154517,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=1138009 Ack=1 Win=64256 Len=1424 TSval=939785672 TSecr=1401765223,0.00039248150000000003,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.0015278479999949468,992245.3018919514,0.0001819884302833935
6388,72.684220271,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=1139433 Win=3130624 Len=0 TSval=1401765421 TSecr=939785672,6.5754e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,6.575400000485843e-05,1216656.0208365873,0.00018785926937836455
6389,72.685752028,10.10.3.105,10.10.3.102,MPTCP,764,"55092  >  5201 [PSH, ACK] Seq=38330430 Ack=1 Win=64256 Len=672 TSval=2010530344 TSecr=1041656959",0.081054507,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.001531756999995082,498773.63054482726,0.0024972018337384803
6390,72.686071916,10.10.3.105,10.10.3.102,MPTCP,32844,55092  >  5201 [ACK] Seq=38331102 Ack=1 Win=64256 Len=32752 TSval=2010530344 TSecr=1041656959,0.081054507,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0003198880000070403,102673435.70023617,0.0013041211249866286
6391,72.686338874,10.10.3.105,10.10.3.102,MPTCP,29996,"55092  >  5201 [PSH, ACK] Seq=38363854 Ack=1 Win=64256 Len=29904 TSval=2010530344 TSecr=1041656959",0.081054507,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0002669579999974303,112362244.24924047,0.0
6392,72.68733579,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=1139433 Ack=1 Win=64256 Len=1424 TSval=939785672 TSecr=1401765223,0.00042149900000000004,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.000996916000005399,1520689.807357681,0.0001040058562071046
6393,72.687370097,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=1140857 Win=3129344 Len=0 TSval=1401765424 TSecr=939785672,3.4307e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,3.430699999285025e-05,2331885.6214962658,8.642846086177525e-05
6394,72.68790313,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=35755646 Win=3103104 Len=0 TSval=1041656962 TSecr=2010530261,0.083910611,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0005330329999964079,150084.51634427725,0.0003570129999509557
6395,72.688553901,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=38393758 Ack=1 Win=64256 Len=62656 TSval=2010530346 TSecr=1041656962",0.08248255900000001,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0006507710000107636,96421014.45664014,0.0006836278480173011
6396,72.689103932,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=38456414 Ack=1 Win=64256 Len=62656 TSval=2010530346 TSecr=1041656962",0.08319658500000002,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005500309999888486,114080842.7184507,0.0009218036022341938
6397,72.689480246,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=36319550 Win=3103104 Len=0 TSval=1041656967 TSecr=2010530265,0.080614129,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0003763140000074827,212588.42349317129,0.0006565607866672689
6398,72.689650691,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=38519070 Ack=1 Win=64256 Len=62656 TSval=2010530347 TSecr=1041656962",0.08226237000000002,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00017044499999485652,368142215.97520334,0.00045525658006869075
6399,72.690038787,10.10.3.105,10.10.3.102,MPTCP,44236,55092  >  5201 [ACK] Seq=38581726 Ack=1 Win=64256 Len=44144 TSval=2010530347 TSecr=1041656962,0.08143824950000002,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0003880960000088862,113982107.51717907,0.0008191290998382219
6400,72.690204049,10.10.3.105,10.10.3.102,MPTCP,18604,"55092  >  5201 [PSH, ACK] Seq=38625870 Ack=1 Win=64256 Len=18512 TSval=2010530347 TSecr=1041656962",0.080614129,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00016526199999589153,112572763.2514583,0.001063934990573
6401,72.690745534,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=38644382 Ack=1 Win=64256 Len=62656 TSval=2010530347 TSecr=1041656962",0.080614129,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005414849999993976,115881326.35265946,0.0007890353067354998
6402,72.690954895,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=35818302 Win=3103104 Len=0 TSval=1041656963 TSecr=2010530261,0.080614129,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.00020936100000312763,382115.10261607886,0.00041206024995730275
6403,72.691287941,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=38707038 Ack=1 Win=64256 Len=62656 TSval=2010530348 TSecr=1041656967",0.080614129,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0003330459999943969,188406406.32541952,0.0
6404,72.691834579,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=38769694 Ack=1 Win=64256 Len=62656 TSval=2010530348 TSecr=1041656967",0.080614129,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005466380000029858,114788946.24899341,0.0
6405,72.692306921,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=35567678 Win=3120512 Len=0 TSval=1041656961 TSecr=2010530259,0.080614129,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0004723419999947964,169368.80480855255,0.0
6406,72.692360234,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=38832350 Ack=1 Win=64256 Len=62656 TSval=2010530349 TSecr=1041656967",0.080614129,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,5.331300000932515e-05,1176973721.025351,0.0
6407,72.692710505,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=36131582 Win=3103104 Len=0 TSval=1041656966 TSecr=2010530264,0.080614129,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.00035027099998785616,228394.58591425949,0.0
6408,72.692918036,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=38895006 Ack=1 Win=64256 Len=62656 TSval=2010530350 TSecr=1041656967",0.080614129,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00020753100000092672,302354828.9157755,0.0
6409,72.69345528,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=38957662 Ack=1 Win=64256 Len=62656 TSval=2010530350 TSecr=1041656967",0.080614129,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005372440000002143,116796092.6505926,0.0
6410,72.693988158,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=39020318 Ack=1 Win=64256 Len=62656 TSval=2010530351 TSecr=1041656967",0.080614129,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005328780000013467,117753031.65047427,0.0
6411,72.694528465,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=39082974 Ack=1 Win=64256 Len=62656 TSval=2010530351 TSecr=1041656967",0.080614129,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005403070000085108,116133975.68236503,0.0
6412,72.694833356,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=1140857 Ack=1 Win=64256 Len=1424 TSval=939785672 TSecr=1401765223,5.0030500000000056e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.0003048909999989746,4972268.778039032,0.00017414845404023
6413,72.694847416,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=36382206 Win=3103104 Len=0 TSval=1041656968 TSecr=2010530266,0.085430652,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,1.405999999803953e-05,5689900.427535909,0.000602065374970803
6414,72.694872801,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=1142281 Win=3127936 Len=0 TSval=1401765431 TSecr=939785672,3.9445e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,2.5385000000710534e-05,3151467.40192085,0.00017956633687888756
6415,72.694956568,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=36695486 Win=3103104 Len=0 TSval=1041656971 TSecr=2010530269,0.082844665,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,8.376699999246284e-05,955030.0238423032,0.0008859292424911955
6416,72.695082778,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=39145630 Ack=1 Win=64256 Len=62656 TSval=2010530352 TSecr=1041656967",0.08293352775000001,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00012621000000478944,497171381.0127472,0.0009915934367747971
6417,72.69543933,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=35379710 Win=3103104 Len=0 TSval=1041656959 TSecr=2010530257,0.08349116175000001,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.00035655199999951037,224371.199713113,0.0007199023984023615
6418,72.695623865,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=39208286 Ack=1 Win=64256 Len=62656 TSval=2010530352 TSecr=1041656967",0.082844665,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00018453500000248368,340033056.0552495,0.0004574690507061175
6419,72.696150602,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=39270942 Ack=1 Win=64256 Len=62656 TSval=2010530353 TSecr=1041656967",0.082844665,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005267370000012761,119125863.57109523,0.00031126957096964996
6420,72.696451032,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=35630334 Win=3103104 Len=0 TSval=1041656961 TSecr=2010530260,0.082844665,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.00030042999999579934,266284.9915158891,0.0003232483749467942
6421,72.6967142,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=39333598 Ack=1 Win=64256 Len=62656 TSval=2010530353 TSecr=1041656971",0.082844665,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00026316800000358853,238433244.16017288,0.0
6422,72.697234941,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=39396254 Ack=1 Win=64256 Len=62656 TSval=2010530354 TSecr=1041656971",0.082844665,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005207410000025448,120497521.80007598,0.0
6423,72.697440186,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=36507518 Win=3109888 Len=0 TSval=1041656969 TSecr=2010530267,0.082844665,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.00020524499998941792,389778.0701314267,0.0
6424,72.697785153,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=39458910 Ack=1 Win=64256 Len=62656 TSval=2010530354 TSecr=1041656971",0.082844665,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0003449670000037486,181895659.5828533,0.0
6425,72.697824048,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=35191742 Win=3103104 Len=0 TSval=1041656958 TSecr=2010530256,0.082844665,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,3.889500000298085e-05,2056819.6424699556,0.0
6426,72.69805001,10.10.3.105,10.10.3.102,MPTCP,31420,55092  >  5201 [ACK] Seq=39521566 Ack=1 Win=64256 Len=31328 TSval=2010530355 TSecr=1041656971,0.082844665,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00022596200000180033,139049928.74797383,0.0
6427,72.69833343,10.10.3.105,10.10.3.102,MPTCP,31420,"55092  >  5201 [PSH, ACK] Seq=39552894 Ack=1 Win=64256 Len=31328 TSval=2010530355 TSecr=1041656971",0.082844665,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00028342000000236567,110860207.46502626,0.0
6428,72.698867153,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=39584222 Ack=1 Win=64256 Len=62656 TSval=2010530355 TSecr=1041656971",0.082844665,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005337229999895499,117566602.90305756,0.0
6429,72.699402815,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=39646878 Ack=1 Win=64256 Len=62656 TSval=2010530356 TSecr=1041656971",0.082844665,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005356620000043222,117141032.96387216,0.0
6430,72.699944467,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=39709534 Ack=1 Win=64256 Len=62656 TSval=2010530357 TSecr=1041656971",0.082844665,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005416519999954517,115845598.28178777,0.0
6431,72.700885498,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=37322046 Win=3103104 Len=0 TSval=1041656976 TSecr=2010530274,0.083348493,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0009410310000106392,85013.1398424659,6.297849972653155e-05
6432,72.701366491,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=37384702 Win=3102976 Len=0 TSval=1041656977 TSecr=2010530275,0.083251956,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0004809929999964879,166322.5868164072,0.00011025176972222069
6433,72.701542869,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=39772190 Ack=1 Win=64256 Len=62656 TSval=2010530359 TSecr=1041656976",0.08317426750000001,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00017637799999192794,355758654.72378474,0.0001410064485694076
6434,72.702045206,10.10.3.105,10.10.3.102,MPTCP,58476,55092  >  5201 [ACK] Seq=39834846 Ack=1 Win=64256 Len=58384 TSval=2010530359 TSecr=1041656976,0.08327609025000002,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005023370000003524,116407909.43123636,0.00013145260487428453
6435,72.70212013,10.10.3.105,10.10.3.102,MPTCP,4364,"55092  >  5201 [PSH, ACK] Seq=39893230 Ack=1 Win=64256 Len=4272 TSval=2010530359 TSecr=1041656976",0.083251956,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,7.49240000033069e-05,58245688.96224691,9.176486620027997e-05
6436,72.702633595,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=39897502 Ack=1 Win=64256 Len=62656 TSval=2010530360 TSecr=1041656977",0.083251956,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005134649999973817,122205018.84319276,4.4350687815192254e-05
6437,72.702807289,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=35505022 Win=3103104 Len=0 TSval=1041656960 TSecr=2010530258,0.083251956,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0001736940000114373,460580.100606424,1.206712357757994e-05
6438,72.703159621,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=39960158 Ack=1 Win=64256 Len=62656 TSval=2010530360 TSecr=1041656977",0.083251956,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0003523319999914065,178093389.19408524,0.0
6439,72.703545422,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=36570174 Win=3103104 Len=0 TSval=1041656970 TSecr=2010530268,0.083251956,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0003858010000072909,207360.7896259682,0.0
6440,72.70370715,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=40022814 Ack=1 Win=64256 Len=62656 TSval=2010530360 TSecr=1041656977",0.083251956,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00016172799999480958,387984764.5553881,0.0
6441,72.703986407,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=37510014 Win=3103104 Len=0 TSval=1041656978 TSecr=2010530276,0.084836394,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.00027925700000253073,286474.4661701408,0.00019805474991341378
6442,72.704251411,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=40085470 Ack=1 Win=64256 Len=62656 TSval=2010530361 TSecr=1041656977",0.08404417500000001,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00026500399999918045,236781331.6032741,0.0003792459728946825
6443,72.704793532,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=40148126 Ack=1 Win=64256 Len=62656 TSval=2010530361 TSecr=1041656977",0.08444028450000002,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.000542120999995177,115745377.87792437,0.0005113751655581508
6444,72.705028998,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=35254398 Win=3103104 Len=0 TSval=1041656958 TSecr=2010530256,0.084836394,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0002354660000065678,339751.81129236735,0.0005113751655582799
6445,72.705330246,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=40210782 Ack=1 Win=64256 Len=62656 TSval=2010530362 TSecr=1041656978",0.084836394,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0003012479999995321,208293499.04430056,0.00037924597289513425
6446,72.705874476,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=40273438 Ack=1 Win=64256 Len=62656 TSval=2010530362 TSecr=1041656978",0.084836394,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005442300000026989,115296841.40839134,0.00019805474991463888
6447,72.706044637,10.10.3.105,10.10.3.102,MPTCP,20028,55092  >  5201 [ACK] Seq=40336094 Ack=1 Win=64256 Len=19936 TSval=2010530363 TSecr=1041656978,0.084836394,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00017016099999977996,117700295.60255228,0.0
6448,72.706295098,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=36068926 Win=3103104 Len=0 TSval=1041656965 TSecr=2010530263,0.084836394,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.00025046099999315175,319411.00611347635,0.0
6449,72.706420911,10.10.3.105,10.10.3.102,MPTCP,42812,"55092  >  5201 [PSH, ACK] Seq=40356030 Ack=1 Win=64256 Len=42720 TSval=2010530363 TSecr=1041656978",0.084836394,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0001258129999968105,340282800.67310476,0.0
6450,72.706954613,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=40398750 Ack=1 Win=64256 Len=62656 TSval=2010530364 TSecr=1041656978",0.084836394,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005337019999984705,117571228.8883681,0.0
6451,72.707450934,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=35943614 Win=3103104 Len=0 TSval=1041656964 TSecr=2010530262,0.084836394,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0004963209999999663,161186.00663684477,0.0
6452,72.707496993,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=40461406 Ack=1 Win=64256 Len=62656 TSval=2010530364 TSecr=1041656978",0.084836394,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,4.6059000013087825e-05,1362339607.5071092,0.0
