No.,Time,Source,Destination,Protocol,Length,Info,RTT,Lost Segement,Duplicate,Retransmission,IDK,Subflow,SubflowNo,packetloss,Time_Diff,Bandwidth,Jitter
2081,63.024380124,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=48454 Ack=1 Win=64256 Len=2848 TSval=2010520682 TSecr=1041647291",0.091644349,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,7.060599999419992e-05,41639520.72403921,0.0006751955834144814
2082,63.024411711,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=51302 Ack=1 Win=64256 Len=2848 TSval=2010520682 TSecr=1041647291",0.091644349,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,3.1587000002275545e-05,93076265.5455789,0.0005007384464207475
2083,63.024411834,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=54150 Ack=1 Win=64256 Len=2848 TSval=2010520682 TSecr=1041647291",0.091644349,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,1.229999995189246e-07,23902439117.877037,0.00026150212499801226
2084,63.024447012,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=56998 Ack=1 Win=64256 Len=2848 TSval=2010520682 TSecr=1041647291",0.091644349,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,3.517800000452098e-05,83574961.61300129,0.0
2085,63.024498431,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=59846 Ack=1 Win=64256 Len=2848 TSval=2010520682 TSecr=1041647291",0.091644349,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,5.1418999994723436e-05,57177308.00485618,0.0
2086,63.024528613,10.10.3.105,10.10.3.102,MPTCP,2716,"55092  >  5201 [PSH, ACK] Seq=62694 Ack=1 Win=64256 Len=2624 TSval=2010520682 TSecr=1041647291",0.091644349,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,3.0182000003264875e-05,89987409.70466511,0.0
2087,63.028056184,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=19974 Win=61440 Len=0 TSval=1041647291 TSecr=2010520590,0.091644349,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.003527570999999341,22678.49463554807,0.0
2088,63.03292724,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=25670 Win=69888 Len=0 TSval=1041647291 TSecr=2010520590,0.091644349,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.00487105599999893,16423.54347805026,0.0
2089,63.033336169,10.10.3.105,10.10.3.59,MPTCP,1516,"39317  >  5201 [PSH, ACK] Seq=13425 Ack=1 Win=64256 Len=1424 TSval=939775933 TSecr=1401755670",2.2383999999999998e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.0004089290000024448,3707245.0229524844,1.0704552442884192e-06
2090,63.033365637,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=14849 Win=135040 Len=0 TSval=1401755770 TSecr=939775933,2.9468e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,2.946800000103167e-05,2714809.2845527087,1.8772347787103374e-06
2091,63.034099052,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=22822 Win=59392 Len=0 TSval=1041647291 TSecr=2010520590,0.091644349,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0007334149999991268,109078.76168348786,0.0
2092,63.041821056,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=37062 Win=92672 Len=0 TSval=1041647291 TSecr=2010520590,0.109425383,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.007722004000001448,10360.004993520464,0.0022226292499997772
2093,63.042102649,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=34214 Win=86912 Len=0 TSval=1041647291 TSecr=2010520590,0.100534866,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.00028159299999686027,284097.9711885309,0.004256010988884174
2094,63.043962653,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=39910 Win=98304 Len=0 TSval=1041647295 TSecr=2010520594,0.107427678,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0018600040000009699,43010.66019210619,0.0055476255955346655
2095,63.044604502,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=17126 Win=63488 Len=0 TSval=1041647290 TSecr=2010520590,0.1084265305,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0006418489999973076,124639.90751771146,0.005289832614595996
2096,63.044621163,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=14849 Ack=1 Win=64256 Len=1424 TSval=939775935 TSecr=1401755681,2.6553e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,1.6661000003637128e-05,90990936.89868882,2.3507493304050438e-06
2097,63.044663621,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=16273 Win=133760 Len=0 TSval=1401755781 TSecr=939775935,4.2458e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,4.245799999580413e-05,1884214.9891164426,3.7975107276872733e-06
2098,63.044786443,10.10.3.105,10.10.3.102,MPTCP,76,[TCP Dup ACK 2015#1] 55092  >  5201 [ACK] Seq=65318 Ack=1 Win=64256 Len=0 TSval=2010520703 TSecr=1041647295,0.10792710424999999,0,1,0,1,10.10.3.105_10.10.3.102,1.0,0.0,0.00012282200000157673,618781.6514877168,0.0036536497746731083
2099,63.046647103,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=31366 Win=81280 Len=0 TSval=1041647291 TSecr=2010520590,0.107427678,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0018606599999984041,42995.49622180765,0.0017707944446871935
2100,63.05405466,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=42758 Win=104064 Len=0 TSval=1041647295 TSecr=2010520594,0.117470992,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.007407557000000509,10799.78189840382,0.0010852276899123285
2101,63.06025597,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=16273 Ack=1 Win=64256 Len=1424 TSval=939775935 TSecr=1401755681,3.5963e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.00620131000000157,244464.47605419118,5.126630884596643e-06
2102,63.060302679,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=17697 Win=132352 Len=0 TSval=1401755797 TSecr=939775935,4.6709e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,4.670900000292022e-05,1712732.0215589812,5.922558552266531e-06
2103,63.068594184,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=17697 Ack=1 Win=64256 Len=1424 TSval=939775935 TSecr=1401755681,4.4583500000000004e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.008291504999995425,182837.7357308277,5.718757427392692e-06
2104,63.068640083,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=19121 Win=130944 Len=0 TSval=1401755805 TSecr=939775935,4.5899e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,4.5898999999849366e-05,1742957.36291123,4.36680901062026e-06
2105,63.080442579,10.10.3.105,10.10.3.59,MPTCP,1516,"39317  >  5201 [PSH, ACK] Seq=19121 Ack=1 Win=64256 Len=1424 TSval=939775935 TSecr=1401755681",4.6304e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.011802496000001383,128447.40637911018,2.678968259467531e-06
2106,63.080488096,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=20545 Win=129536 Len=0 TSval=1401755817 TSecr=939775935,4.5517e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,4.551700000376968e-05,1757585.0779571251,7.565610605626007e-07
2107,63.092327574,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=20545 Ack=1 Win=64256 Len=1424 TSval=939775941 TSecr=1401755686,4.5708e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.011839477999998849,128046.18582002918,3.7179823833135256e-07
2108,63.092373391,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=21969 Win=128128 Len=0 TSval=1401755829 TSecr=939775941,4.5817e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,4.581700000017008e-05,1746076.7837200826,2.907975703153314e-07
2109,63.10419507,10.10.3.105,10.10.3.59,MPTCP,1516,"39317  >  5201 [PSH, ACK] Seq=21969 Ack=1 Win=64256 Len=1424 TSval=939775941 TSecr=1401755686",4.5666999999999995e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.011821679000000529,128238.97519125094,1.6012722098783803e-07
2110,63.104241245,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=23393 Win=126720 Len=0 TSval=1401755841 TSecr=939775941,4.6175e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,4.6174999994264e-05,1732539.2530576687,7.391998648054768e-08
2111,63.105202273,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=54150 Win=126848 Len=0 TSval=1041647383 TSecr=2010520682,0.080790562,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0009610280000060811,83244.19267648162,0.002795201572649234
2112,63.112052666,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=65318 Win=136576 Len=0 TSval=1041647383 TSecr=2010520682,0.087524053,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.00685039299999346,11678.162114213941,0.005092895075650969
2113,63.112511247,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=65318 Ack=1 Win=64256 Len=2848 TSval=2010520770 TSecr=1041647383",0.093327415,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0004585810000037327,6411081.139375747,0.007095830650669448
2114,63.112511659,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=68166 Ack=1 Win=64256 Len=2848 TSval=2010520770 TSecr=1041647383",0.08584068025,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,4.1199999856189606e-07,7135922355.005335,0.007438802581480792
2115,63.112511771,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=71014 Ack=1 Win=64256 Len=2848 TSval=2010520770 TSecr=1041647383",0.087524053,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,1.120000021614942e-07,26249999493.399807,0.005692346025179025
2116,63.112621471,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=73862 Ack=1 Win=64256 Len=2848 TSval=2010520770 TSecr=1041647383",0.087524053,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00010969999999588254,26800364.631817225,0.003279693911706458
2117,63.112663226,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=76710 Ack=1 Win=64256 Len=2848 TSval=2010520771 TSecr=1041647383",0.087524053,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,4.175500000513921e-05,70410729.2453154,0.0008416863749990521
2118,63.112742808,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=79558 Ack=1 Win=64256 Len=2848 TSval=2010520771 TSecr=1041647383",0.087524053,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,7.958199999791304e-05,36943027.31870396,0.0
2119,63.112824637,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=82406 Ack=1 Win=64256 Len=2848 TSval=2010520771 TSecr=1041647383",0.087524053,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,8.182900000264226e-05,35928582.775117226,0.0
2120,63.112907387,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=85254 Ack=1 Win=64256 Len=2848 TSval=2010520771 TSecr=1041647383",0.087524053,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,8.274999999713373e-05,35528700.90757504,0.0
2121,63.112988715,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=88102 Ack=1 Win=64256 Len=2848 TSval=2010520771 TSecr=1041647383",0.087524053,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,8.132800000026918e-05,36149911.46948491,0.0
2122,63.113074992,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=90950 Ack=1 Win=64256 Len=2848 TSval=2010520771 TSecr=1041647383",0.087524053,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,8.627700000118921e-05,34076289.16118405,0.0
2123,63.113162484,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=93798 Ack=1 Win=64256 Len=2848 TSval=2010520771 TSecr=1041647383",0.087524053,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,8.749199999869006e-05,33603072.281397365,0.0
2124,63.113250883,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=96646 Ack=1 Win=64256 Len=2848 TSval=2010520771 TSecr=1041647383",0.087524053,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,8.839899999912859e-05,33258294.77741809,0.0
2125,63.113323474,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=99494 Ack=1 Win=64256 Len=2848 TSval=2010520771 TSecr=1041647383",0.087524053,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,7.259099999856744e-05,40500888.54070091,0.0
2126,63.11336112,10.10.3.105,10.10.3.102,MPTCP,1500,"55092  >  5201 [PSH, ACK] Seq=102342 Ack=1 Win=64256 Len=1408 TSval=2010520771 TSecr=1041647383",0.087524053,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,3.7646000002666824e-05,39844870.63416407,0.0
2127,63.114501827,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=62694 Win=135296 Len=0 TSval=1041647383 TSecr=2010520682,0.087524053,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.001140706999997576,70131.94448720837,0.0
2128,63.115236577,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=45606 Win=109696 Len=0 TSval=1041647383 TSecr=2010520682,0.087524053,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0007347499999994511,108880.57162308236,0.0
2129,63.116828631,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=23393 Ack=1 Win=64256 Len=1424 TSval=939775952 TSecr=1401755698,4.5996e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.0015920539999996208,952229.0073077679,1.5239476500618064e-07
2130,63.116859353,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=24817 Win=147200 Len=0 TSval=1401755853 TSecr=939775952,3.0722e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,3.072200000531211e-05,2603997.1351528964,1.8096164110181537e-06
2131,63.127979702,10.10.3.105,10.10.3.59,MPTCP,1516,"39317  >  5201 [PSH, ACK] Seq=24817 Ack=1 Win=64256 Len=1424 TSval=939775952 TSecr=1401755698",3.84485e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.011120348999995144,136326.6566544505,3.5708258750639295e-06
2132,63.128026494,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=26241 Win=145920 Len=0 TSval=1401755864 TSecr=939775952,4.6792e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,4.679199999912953e-05,1709693.9648121097,3.573418685502852e-06
2133,63.132457683,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=56998 Win=132480 Len=0 TSval=1041647383 TSecr=2010520682,0.087524053,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.004431189000001723,18053.84514178224,0.0
2134,63.133580918,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=51302 Win=121088 Len=0 TSval=1041647383 TSecr=2010520682,0.087524053,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0011232350000014435,71222.8518519252,0.0
2135,63.140631156,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=26241 Ack=1 Win=64256 Len=1424 TSval=939775964 TSecr=1401755710,3.8757e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.0070502379999979325,215028.20188487886,1.8141270908899383e-06
2136,63.140678255,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=27665 Win=144512 Len=0 TSval=1401755877 TSecr=939775964,4.7099e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,4.709899999966183e-05,1698549.863066613,2.1279802870094473e-06
2137,63.14184892,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=48454 Win=115456 Len=0 TSval=1041647383 TSecr=2010520682,0.087524053,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0011706650000036234,68337.22713137609,0.0
2138,63.142880912,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=59846 Win=135296 Len=0 TSval=1041647383 TSecr=2010520682,0.087524053,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0010319920000014804,77519.98077493356,0.0
2139,63.154278286,10.10.3.105,10.10.3.59,MPTCP,1516,"39317  >  5201 [PSH, ACK] Seq=27665 Ack=1 Win=64256 Len=1424 TSval=939775964 TSecr=1401755710",4.69455e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.01139737399999774,133013.0958236784,3.960769298410892e-06
2140,63.154324615,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=29089 Win=143104 Len=0 TSval=1401755891 TSecr=939775964,4.6329e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,4.632899999990059e-05,1726780.202468684,3.890034824424392e-06
2141,63.163542812,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=29089 Ack=1 Win=64256 Len=1424 TSval=939775977 TSecr=1401755722,4.6714e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.009218197000002704,164457.3228365108,1.9914938116653393e-06
2142,63.163588815,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=30513 Win=141696 Len=0 TSval=1401755900 TSecr=939775977,4.6003e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,4.600299999424351e-05,1739017.0208466977,2.1658325195273243e-07
2143,63.176379231,10.10.3.105,10.10.3.59,MPTCP,1516,"39317  >  5201 [PSH, ACK] Seq=30513 Ack=1 Win=64256 Len=1424 TSval=939775977 TSecr=1401755722",4.6166e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.012790416000001414,118526.24652707405,2.966933265619679e-07
2144,63.176425319,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=31937 Win=140288 Len=0 TSval=1401755913 TSecr=939775977,4.6088e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,4.6088000004829155e-05,1735809.7550689443,2.792515533106138e-07
2145,63.187328776,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=31937 Ack=1 Win=64256 Len=1424 TSval=939775993 TSecr=1401755736,4.6045500000000005e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.01090345699999773,139038.4719268683,1.7421482435883338e-07
2146,63.187374039,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=33361 Win=138880 Len=0 TSval=1401755924 TSecr=939775993,4.5263e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,4.526299999696448e-05,1767448.026100018,1.3212467606911952e-07
2147,63.196694532,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=79558 Win=148736 Len=0 TSval=1041647471 TSecr=2010520771,0.084031306,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.009320493000004149,8583.236959672025,0.00043659337499818445
2148,63.196703361,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=96646 Win=148736 Len=0 TSval=1041647472 TSecr=2010520771,0.083540877,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,8.828999995103004e-06,9061048.8214262,0.000889882669181203
2149,63.197079748,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=103750 Ack=1 Win=64256 Len=2848 TSval=2010520855 TSecr=1041647472",0.08465927825,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0003763870000028646,7811109.3103046175,0.0012386858848217463
2150,63.197080336,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=106598 Ack=1 Win=64256 Len=2848 TSval=2010520855 TSecr=1041647472",0.08366348425,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,5.879999989133466e-07,5000000009.24025,0.001285564526083739
2151,63.19717824,10.10.3.105,10.10.3.102,MPTCP,1516,55092  >  5201 [ACK] Seq=109446 Ack=1 Win=64256 Len=1424 TSval=2010520855 TSecr=1041647472,0.083540877,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,9.79040000004261e-05,15484556.299981637,0.0009868007900732704
2152,63.199704676,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=99494 Win=148736 Len=0 TSval=1041647472 TSecr=2010520771,0.086453793,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0025264360000036845,31665.15993276035,0.0005249435802502866
2153,63.201311074,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=71014 Win=148736 Len=0 TSval=1041647471 TSecr=2010520770,0.084997335,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0016063979999998423,49800.85881581517,0.0006672626246916643
2154,63.201898631,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=76710 Win=148736 Len=0 TSval=1041647471 TSecr=2010520770,0.085725564,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.0005875569999957975,136157.00264071775,0.0009401395964074753
2155,63.206303491,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=93798 Win=148736 Len=0 TSval=1041647472 TSecr=2010520771,0.086453793,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.004404860000001065,18161.757694905322,0.0009401395964075245
2156,63.208828083,10.10.3.105,10.10.3.59,MPTCP,1516,"39317  >  5201 [PSH, ACK] Seq=33361 Ack=1 Win=64256 Len=1424 TSval=939775993 TSecr=1401755736",4.56755e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.0025245920000003252,600493.0697711966,1.9455990086953755e-07
2157,63.20887383,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=34785 Win=162432 Len=0 TSval=1401755945 TSecr=939775993,4.5747e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,4.5747000001483684e-05,1748748.5517608894,2.0267074289683914e-07
2158,63.211734859,10.10.3.105,10.10.3.102,MPTCP,1396,"55092  >  5201 [PSH, ACK] Seq=110870 Ack=1 Win=64256 Len=1304 TSval=2010520870 TSecr=1041647472",0.086453793,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0028610290000017358,487936.33339583525,0.0006972261852531224
2159,63.211735452,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=112174 Ack=1 Win=64256 Len=2848 TSval=2010520870 TSecr=1041647472",0.086453793,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,5.929999957743348e-07,4957841519.308901,0.0003641144999978166
2160,63.211735562,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=115022 Ack=1 Win=64256 Len=2848 TSval=2010520870 TSecr=1041647472",0.086453793,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,1.1000000199601345e-07,26727272242.290955,0.0
2161,63.211843456,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=117870 Ack=1 Win=64256 Len=2848 TSval=2010520870 TSecr=1041647472",0.086453793,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0001078939999956674,27248966.57940255,0.0
2162,63.211916249,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=120718 Ack=1 Win=64256 Len=2848 TSval=2010520870 TSecr=1041647472",0.086453793,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,7.279300000107014e-05,40388498.893530674,0.0
2163,63.211986802,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=123566 Ack=1 Win=64256 Len=2848 TSval=2010520870 TSecr=1041647472",0.086453793,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,7.055300000047282e-05,41670800.674390845,0.0
2164,63.21206786,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=126414 Ack=1 Win=64256 Len=2848 TSval=2010520870 TSecr=1041647472",0.086453793,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,8.105799999924557e-05,36270324.95284072,0.0
2165,63.212136307,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=129262 Ack=1 Win=64256 Len=2848 TSval=2010520870 TSecr=1041647472",0.086453793,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,6.844700000385728e-05,42952941.68969156,0.0
2166,63.212246084,10.10.3.105,10.10.3.102,MPTCP,2940,"55092  >  5201 [PSH, ACK] Seq=132110 Ack=1 Win=64256 Len=2848 TSval=2010520870 TSecr=1041647472",0.086453793,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00010977699999870083,26781566.266474705,0.0
2167,63.21231208,10.10.3.105,10.10.3.102,MPTCP,1516,55092  >  5201 [ACK] Seq=134958 Ack=1 Win=64256 Len=1424 TSval=2010520870 TSecr=1041647472,0.086453793,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,6.599599999645989e-05,22971089.1581508,0.0
2168,63.212813544,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=34785 Ack=1 Win=64256 Len=1424 TSval=939776000 TSecr=1401755746,4.5505e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.0005014640000027271,3023148.221989526,1.5199935863794854e-07
